transaction_id,customer_id,date,amount_usd,country,merchant,channel
T01393,C0429,2024-09-11,372.08,us,walmart,in-person
T01394,C0014,2025-04-06,1467.0,canada,ebay,wire
T01395,C0050,2025-02-09,821.97,us,luxury retailer,wire
T01396,C0180,2025-04-01,353082.0,us,amazon,online
T01397,C0332,2025-06-16,1127.35,us,amazon,in-person
T01398,C0034,2025-07-01,571.94,china,amazon,online
T01399,C0011,2025-03-01,1920.2,uk,amazon,in-person
T01400,C0443,2025-05-07,2453.65,us,ebay,wire
T01401,C0137,2024-11-21,365.54,us,bestbuy,online
T01402,C0163,2024-09-30,366.93,us,bestbuy,in-person
T01403,C0051,2025-03-21,74.72,russia,amazon,in-person
T01404,C0106,2025-02-19,2666.66,us,ebay,in-person
T01405,C0174,2025-05-18,2180.13,us,amazon,wire
T01406,C0104,2024-09-12,1287.31,us,walmart,online
T01407,C0431,2024-11-29,3717.98,china,amazon,wire
T01408,C0025,2024-11-02,3276.4,us,ebay,online
T01409,C0320,2025-04-17,1760.66,canada,amazon,in-person
T01410,C0049,2025-03-30,4054.02,uk,amazon,in-person
T01411,C0411,2024-10-28,460.94,uk,bestbuy,wire
T01412,C0408,2024-08-24,237.39,us,walmart,in-person
T01413,C0412,2024-09-13,628.74,us,not recorded,wire
T01414,C0103,2025-04-15,117.56,us,amazon,in-person
T01415,C0233,2024-07-06,1515.03,mexico,ebay,online
T01416,C0322,2025-04-04,5516.76,canada,unknown vendor,in-person
T01417,C0256,2025-02-13,80.28,us,luxury retailer,in-person
T01418,C0481,2024-12-05,260.47,us,crypto exchange,in-person
T01419,C0415,2025-06-01,1203.69,mexico,walmart,wire
T01420,C0479,2025-05-01,5432.42,uk,ebay,in-person
T01421,C0103,2025-02-11,760.05,us,amazon,online
T01422,C0383,2024-07-18,1415.45,mexico,bestbuy,wire
T01423,C0211,2024-09-14,84.92,us,walmart,online
T01424,C0325,2025-02-24,321.14,us,bestbuy,wire
T01425,C0331,2024-11-06,8629.5,us,ebay,online
T01426,C0208,2025-06-28,6711.61,us,amazon,online
T01427,C0126,2025-05-16,9.9,canada,bestbuy,wire
T01428,C0287,2025-02-28,6065.28,germany,bestbuy,online
T01429,C0104,2024-09-29,2038.42,us,amazon,wire
T01430,C0405,2025-03-11,4048.67,russia,ebay,online
T01431,C0330,2025-02-10,1212.98,china,luxury retailer,wire
T01432,C0401,2024-08-15,1449.67,us,unknown vendor,online
T01433,C0161,2025/07/04,1342.17,mexico,unknown vendor,wire
T01434,C0460,2025-01-14,2198.41,us,ebay,online
T01435,C0204,2024-08-29,300.83,brazil,walmart,online
T01436,C0121,2024-11-11,60.86,us,walmart,online
T01437,C0268,2025-04-21,736.14,mexico,ebay,in-person
T01438,C0129,2024-08-05,2439.4,us,amazon,in-person
T01439,C0063,2024-10-06,450.93,canada,bestbuy,in-person
T01440,C0378,2024-11-17,2238.24,us,walmart,online
T01441,C0479,2024-11-07,7007.26,us,amazon,online
T01442,C0110,2024-09-09,197.21,germany,bestbuy,wire
T01443,C0442,2025/03/10,2233.16,uk,bestbuy,wire
T01444,C0359,2025-06-14,1173.08,brazil,bestbuy,wire
T01445,C0244,2024-08-09,4052.06,mexico,luxury retailer,online
T01446,C0186,2025-05-21,389.96,us,bestbuy,wire
T01447,C0011,2025-04-07,2359.38,mexico,crypto exchange,online
T01448,C0431,2025-03-23,3641.74,canada,walmart,online
T01449,C0354,2025-03-11,5786.86,brazil,ebay,wire
T01450,C0283,2025-04-15,2299.27,us,ebay,in-person
T01451,C0186,2025-06-15,1375.03,brazil,ebay,in-person
T01452,C0444,2024-11-13,1923.87,us,bestbuy,online
T01453,C0466,2024.12.26,4063.67,germany,crypto exchange,not recorded
T01454,C0155,2024-07-10,1690.78,us,walmart,online
T01455,C0153,2024-10-16,61.72,us,unknown vendor,wire
T01456,C0324,2024-09-25,5345.81,us,walmart,in-person
T01457,C0209,2024-10-10,2339.32,canada,amazon,online
T01458,C0422,2025-04-01,2257.2,canada,bestbuy,in-person
T01459,C0212,2024-08-01,485.86,brazil,bestbuy,wire
T01460,C0449,2024-11-19,2151.07,brazil,amazon,online
T01461,C0358,2024-10-13,1001.3,us,amazon,wire
T01462,C0309,2025.05.07,2106.7,canada,ebay,wire
T01463,C0233,2024-08-16,225.43,mexico,walmart,in-person
T01464,C0329,2025-04-11,2144.98,us,bestbuy,in-person
T01465,C0070,2024-07-06,14883.45,us,amazon,wire
T01466,C0161,2024-07-24,98.83,uk,amazon,online
T01467,C0265,2024-12-02,7559.73,canada,walmart,in-person
T01468,C0391,2024-12-23,1044.81,us,ebay,wire
T01469,C0406,2025-04-16,4092.07,brazil,bestbuy,in-person
T01470,C0069,2024-12-15,3050.06,us,ebay,wire
T01471,C0410,2024-09-08,1674.11,us,amazon,wire
T01472,C0094,2025-06-14,2682.25,us,bestbuy,in-person
T01473,C0115,2024-12-13,4215.94,us,amazon,in-person
T01474,C0332,2025-01-13,1035.5,mexico,amazon,online
T01475,C0499,2025-06-13,792.12,us,amazon,online
T01476,C0026,2024-11-30,2202.79,us,bestbuy,wire
T01477,C0077,2024-11-19,3298.92,us,bestbuy,in-person
T01478,C0061,2025-02-03,2873.37,us,ebay,wire
T01479,C0424,2024/11/28,3197.13,mexico,amazon,in-person
T01480,C0105,2024-08-14,1143.92,us,unknown vendor,wire
T01481,C0148,2025-05-23,3405.68,canada,bestbuy,wire
T01482,C0439,2025-01-08,256.14,us,amazon,wire
T01483,C0373,2025-05-08,1572.67,mexico,bestbuy,wire
T01484,C0406,2025-06-06,11.55,us,amazon,wire
T01485,C0121,2025-02-15,784.86,mexico,crypto exchange,wire
T01486,C0299,2025-03-15,912.87,mexico,bestbuy,online
T01487,C0241,2025-04-26,1008.93,us,bestbuy,in-person
T01488,C0204,2025-03-29,2377.95,mexico,walmart,in-person
T01489,C0217,2024-10-01,983.87,canada,amazon,online
T01490,C0286,2024-09-07,1190.93,us,bestbuy,online
T01491,C0242,2024-12-28,542.42,brazil,luxury retailer,in-person
T01492,C0496,2024-08-03,934.42,russia,walmart,online
T01493,C0003,2025-05-12,515.65,us,ebay,wire
T01494,C0203,2025/05/30,152.03,mexico,amazon,in-person
T01495,C0022,2024-07-18,1849.9,uk,amazon,in-person
T01496,C0253,2024-10-28,2206.52,brazil,unknown vendor,online
T01497,C0046,2024-07-13,1932.49,us,ebay,online
T01498,C0134,2024-11-06,1245.36,us,amazon,online
T01499,C0256,2024-10-15,955.38,china,walmart,in-person
T01500,C0185,2024-08-15,3980.43,brazil,amazon,wire
